所在吧	回复对象	回复内容	回复时间	贴子链接
最爱春雷	运动力L=kmv是如何推翻经典力学F=ma的？	是无知的人永远不明白！永远无知！	2022年10月05日 11时27分49秒	https://tieba.baidu.com/p/7960615986?fid=27779526&pid=145714945805&cid=0#145714945805
最爱春雷	运动力L=kmv是如何推翻经典力学F=ma的？	不和人渣垃圾争论！	2022年10月05日 10时41分18秒	https://tieba.baidu.com/p/7960615986?fid=27779526&pid=145714945805&cid=0#145714523690
最爱春雷	看看雷绍武的辱骂攻击！	雷绍武辱骂吧友了？只是指出“这是无知无赖表现”。劝告他不要这样表现自己。错误了？难道让他继续表现无知无赖才对？	2022年10月05日 11时25分47秒	https://tieba.baidu.com/p/8063380944?fid=27779526&pid=145714927292&cid=0#145714927292
最爱春雷	看看雷绍武的辱骂攻击！	回复 @ :你确实吃饱了撑着闲着没事干，篡改我的视频，断章取义，造谣诽谤，辱骂攻击！你的证据还少吗？	2022年10月05日 11时20分51秒	https://tieba.baidu.com/p/8063380944?fid=27779526&pid=145714927292&cid=0#145714882121
最爱春雷	看看雷绍武的辱骂攻击！	回复 @ :你看见了？请教的什么问题？	2022年10月05日 11时04分34秒	https://tieba.baidu.com/p/8063380944?fid=27779526&pid=145714927292&cid=0#145714730591
最爱春雷	看看雷绍武的辱骂攻击！	这就是你们这么多人几天才找出来的“雷绍武的辱骂攻击”证据吗？	2022年10月05日 10时37分08秒	https://tieba.baidu.com/p/8063380944?fid=27779526&pid=145714927292&cid=0#145714486234
最爱春雷	看看雷绍武的辱骂攻击！	前面的内容呢？为什么没有？ 楼主敢把前面的内容公布出来吗？ 这就是无赖表现！不知道？ 纠缠的都是解答过无数次内容！ 难道不是无知无赖表现？	2022年10月05日 10时32分36秒	https://tieba.baidu.com/p/8063380944?fid=27779526&pid=145714927292&cid=0#145714445599
物理理论	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解支持！	2022年10月05日 11时14分04秒	https://tieba.baidu.com/p/8056195555?fid=923873&pid=145714819047&cid=0#145714819047
物理理论	（三十一）再论原子理论的错误（原创）	回复 @ :图形呢？	2022年10月05日 11时12分38秒	https://tieba.baidu.com/p/8036365199?fid=923873&pid=145714805491&cid=0#145714805491
物理理论	（三十一）再论原子理论的错误（原创）	谢谢支持！	2022年10月05日 11时10分15秒	https://tieba.baidu.com/p/8036365199?fid=923873&pid=145714805491&cid=0#145714783013
最爱春雷	秋高气爽，为什么说运动力公式都是错误的？	无知无赖纠缠！ 说过几百次了：运动力L=kmv。L就是质量m每秒运动需要的力！ 楼主下下辈子都不可能明白！只会无理取闹，纠缠不休！	2022年10月05日 09时21分35秒	https://tieba.baidu.com/p/8063279195?fid=27779526&pid=145713842980&cid=0#145713842980
最爱春雷	我不会物理，但我会算L=kmv	恶意篡改！无知无德！无耻无赖！	2022年10月05日 09时16分08秒	https://tieba.baidu.com/p/8061264081?fid=27779526&pid=145713798883&cid=0#145713798883
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :我对吧友是怎样恶语相向的？只是对无知无德无耻无赖之徒的辱骂攻击可能有不客气的语言！	2022年10月05日 09时13分08秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145713774937&cid=0#145713774937
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :谢谢理解肯定支持！	2022年10月05日 09时07分37秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145713774937&cid=0#145713731067
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :“雷绍武连“德”都没有”的表现在哪里？证据在哪里？拿出来看看？	2022年10月04日 12时01分23秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145713774937&cid=0#145704288437
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :别人指出雷绍武理论的错误了吗？是什么错误？为什么错误吗？	2022年10月04日 11时40分05秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145713774937&cid=0#145704096623
最爱春雷	雷绍武为什么变得越来越自负和偏执？	咏雷·一六三二 作者 雷绍武 回复uteduyad：雷绍武为什么变得越来越自负和偏执？ 2022.10.4 因为雷绍武义无反顾为人类创新真理， 却常常受到无知无德人渣的辱骂攻击！ 因为对他们的无耻无赖更加厌恶气愤！ 为了捍卫和传播颠扑不破的雷氏真理！ 因此： 雷绍武不会因为无知的反对而改变初心！ 雷绍武不会因为无德的辱骂而放弃真理！ 雷绍武不会因为无耻的攻击而妥协让步！ 雷绍武不会因为无赖的纠缠而畏惧逃避！ 这，大概就是你们认为的， 雷绍武为什么变得越来越自负和偏执！	2022年10月04日 09时56分39秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145713774937&cid=0#145703178035
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :举例子说说：我的哪一个理论不是有理有据，有礼有节的？找出辱骂的句子来看看？	2022年10月04日 09时55分29秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145713774937&cid=0#145703168265
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :是在哪里辱骂的？是在什么情况下辱骂的？为什么会这样辱骂？	2022年10月04日 09时51分49秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145713774937&cid=0#145703137658
最爱春雷	运动力L=kmv是如何推翻经典力学F=ma的？	不和无知无赖争论！	2022年10月05日 08时35分04秒	https://tieba.baidu.com/p/7960615986?fid=27779526&pid=145713493956&cid=0#145713493956
最爱春雷	运动力L=kmv是如何推翻经典力学F=ma的？	认认真真去理解！	2022年10月05日 08时34分34秒	https://tieba.baidu.com/p/7960615986?fid=27779526&pid=145713493956&cid=0#145713490476
最爱春雷	运动力L=kmv是如何推翻经典力学F=ma的？	谢谢理解肯定支持！	2022年10月05日 08时33分25秒	https://tieba.baidu.com/p/7960615986?fid=27779526&pid=145713493956&cid=0#145713482779
最爱春雷	思维是错误的（原创）	楼主等人实在是无知！ 思维是错误的吗？ 楼主不知道1楼的文字是经过你自己的思维表达出来的？ 不知道这是其他任何人的思维不能替代的吗？！	2022年10月05日 08时24分30秒	https://tieba.baidu.com/p/8059593186?fid=27779526&pid=145713424343&cid=0#145713424343
最爱春雷	雷绍武具体是怎样控制核反应堆功率的	无知无赖表现！	2022年10月05日 08时17分52秒	https://tieba.baidu.com/p/8060945015?fid=27779526&pid=145713381677&cid=0#145713381677
最爱春雷	雷老师能用雷氏物理学解释计算机运行的原理吗	回复 @ :计算机就是先存在电磁粒子的信息，再使用电磁粒子的信息。	2022年10月04日 11时44分07秒	https://tieba.baidu.com/p/8058633742?fid=27779526&pid=145704134105&cid=0#145704134105
最爱春雷	雷老师能用雷氏物理学解释计算机运行的原理吗	回复 @ :你把电源拔掉试试看？	2022年10月04日 10时04分39秒	https://tieba.baidu.com/p/8058633742?fid=27779526&pid=145704134105&cid=0#145703245108
最爱春雷	雷老师能用雷氏物理学解释计算机运行的原理吗	回复 @ :我说的很明白了！	2022年10月04日 10时03分42秒	https://tieba.baidu.com/p/8058633742?fid=27779526&pid=145704134105&cid=0#145703236832
最爱春雷	雷老师能用雷氏物理学解释计算机运行的原理吗	说得对！离开了电磁粒子，就是一堆废铁，一台死机器！	2022年10月04日 09时09分19秒	https://tieba.baidu.com/p/8058633742?fid=27779526&pid=145704134105&cid=0#145702791277
最爱春雷	雷绍武要求：	回复 @ :无理取闹的！	2022年10月04日 11时35分40秒	https://tieba.baidu.com/p/8059237124?fid=27779526&pid=145704056595&cid=0#145704056595
最爱春雷	雷绍武要求：	无赖的纠缠！如果是我打错字，已经纠正过了。如果是别人篡改，那是无赖无耻！	2022年10月04日 10时09分44秒	https://tieba.baidu.com/p/8059237124?fid=27779526&pid=145704056595&cid=0#145703289264
最爱春雷	雷绍武要求：	回复 @ : 拿出证据！	2022年10月04日 10时06分19秒	https://tieba.baidu.com/p/8059237124?fid=27779526&pid=145704056595&cid=0#145703259684
最爱春雷	咏雷一首。	回复 @ :谢谢！已经收录。	2022年10月04日 11时28分49秒	https://tieba.baidu.com/p/8058569472?fid=27779526&pid=145703994874&cid=0#145703994874
最爱春雷	（三十四）聚变理论的错误（原创）	无知无德！无耻无赖！	2022年10月04日 10时14分26秒	https://tieba.baidu.com/p/8054387501?fid=27779526&pid=145703329996&cid=0#145703329996
最爱春雷	（三十四）聚变理论的错误（原创）	回复 @ :无知无德的无理取闹！	2022年10月04日 08时42分10秒	https://tieba.baidu.com/p/8054387501?fid=27779526&pid=145703329996&cid=0#145702598533
最爱春雷	1的倒数是𠄌（原创）	回复 777766 :你不愚蠢？说说：倒数是拿来干什么的？	2022年10月04日 10时13分05秒	https://tieba.baidu.com/p/8057655225?fid=27779526&pid=145703318176&cid=0#145703318176
最爱春雷	1的倒数是𠄌（原创）	回复 @ :你不愚蠢？说是：倒数是拿来干什么的？	2022年10月04日 10时12分20秒	https://tieba.baidu.com/p/8057655225?fid=27779526&pid=145703318176&cid=0#145703311723
最爱春雷	雷氏理论是错误的（原创）	不和无知争论！	2022年10月04日 10时01分26秒	https://tieba.baidu.com/p/8059186052?fid=27779526&pid=145703217301&cid=0#145703217301
最爱春雷	是你无能，不是两岸的山不能运动！	两岸的山为什么能运动？！ 怎样运动？	2022年10月04日 10时00分16秒	https://tieba.baidu.com/p/8058654917?fid=27779526&pid=145703207494&cid=0#145703207494
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	回复 @ :这就是你的愚蠢表现！控制系统是根据劳动人民的经验造出来的，雷氏理论里能讲清是怎么控制的！控制质量多少，就控制了粒子释放能量的多少，它就释放多少能量！让它释放多少能量就释放多少！物质粒子就这么听话的！你是不可能明白的！	2022年10月04日 09时18分29秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145702863479&cid=0#145702863479
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	旋律蓝，虎爪吃布丁很好！Mono…太差！	2022年10月04日 09时11分53秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145702863479&cid=0#145702811181
最爱春雷	在雷老师的眼里，“劳动人民”的定义是什么呢？（转载）	回复 @ :这就是人渣垃圾表现！	2022年10月04日 08时43分44秒	https://tieba.baidu.com/p/8057346290?fid=27779526&pid=145702609303&cid=0#145702609303
最爱春雷	（三十四）聚变理论的错误（原创）	谢谢理解肯定！	2022年10月04日 08时41分30秒	https://tieba.baidu.com/p/8054387501?fid=27779526&pid=145702593926&cid=0#145702593926
最爱春雷	雷绍武要求：	无知无赖，断章取义的错误行为！ 我为什么这样回复？是回复什么内容的？ 不要无知无赖！断章取义！攻击污蔑！栽赃陷害！	2022年10月04日 08时40分31秒	https://tieba.baidu.com/p/8059237124?fid=27779526&pid=145702587268&cid=0#145702587268
最爱春雷	雷绍武要求：	无知无赖，断章取义的错误行为！为什么这样回复？是回复什么内容的？	2022年10月04日 08时38分22秒	https://tieba.baidu.com/p/8059237124?fid=27779526&pid=145702587268&cid=0#145702572492
最爱春雷	雷绍武要求：	不完整！断章取义的错误行为！为什么回复？是回复什么内容的？	2022年10月04日 08时37分03秒	https://tieba.baidu.com/p/8059237124?fid=27779526&pid=145702587268&cid=0#145702563426
最爱春雷	管科数学的错误及其修正	楼主说得对！	2022年10月04日 08时31分24秒	https://tieba.baidu.com/p/8056373782?fid=27779526&pid=145702525374&cid=0#145702525374
最爱春雷	1的倒数是𠄌（原创）	1=1, 1就是1， 1就是自己本身。不存在1的倒数！ 人们在实际生活中，用的是倒数吗？	2022年10月04日 08时27分33秒	https://tieba.baidu.com/p/8057655225?fid=27779526&pid=145702500300&cid=0#145702500300
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :拿出证据看看？	2022年10月03日 15时02分39秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145695154393&cid=0#145695154393
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :谢谢理解肯定！	2022年10月03日 15时01分41秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145695154393&cid=0#145695146204
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :这就是你的辱骂攻击雷绍武了。雷绍武什么时候表现无耻无赖了？	2022年10月03日 15时01分00秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145695154393&cid=0#145695140326
最爱春雷	颅内实验一定是正确的吗？	有谁用颅内实验证明雷绍武的哪一条是无知的？为什么无知？说不清楚就是无知无德无耻无赖表现！	2022年10月03日 14时54分21秒	https://tieba.baidu.com/p/8058493721?fid=27779526&pid=145695084359&cid=0#145695084359
最爱春雷	颅内实验一定是正确的吗？	说得对！如果某个人的某个颅内实验错误了，他会不断思考哪里错误了？为什么错误了？怎样解决这些错误，找出来颠扑不破正确的答案。这就是颅内实验过程。	2022年10月03日 11时00分17秒	https://tieba.baidu.com/p/8058493721?fid=27779526&pid=145695084359&cid=0#145693044133
最爱春雷	颅内实验一定是正确的吗？	证明楼主实在是太无知！ 楼主不知道自己的主题帖子内容就是自己的颅内实验产生的吗？ 不是吗？难道是大肠产生的？	2022年10月03日 10时53分13秒	https://tieba.baidu.com/p/8058493721?fid=27779526&pid=145695084359&cid=0#145692983840
最爱春雷	论初中物理教科书上的种种错误	谢谢楼主！ 希望有智商的人慢慢看！慢慢理解！慢慢明白！ 对没有智商的人就只能是对牛弹琴了！ 对人渣垃圾来说，只会被他们围攻辱骂了！	2022年10月03日 14时49分24秒	https://tieba.baidu.com/p/7985961453?fid=27779526&pid=145695040913&cid=0#145695040913
最爱春雷	咏雷一首。	回复 @ :谢谢！没关系的，内容第一。已经收录。	2022年10月03日 12时39分31秒	https://tieba.baidu.com/p/8058569472?fid=27779526&pid=145693903845&cid=0#145693903845
最爱春雷	咏雷一首。	小修改调整一下： 管科齐喑科奴哀 九州生气雷论始。 桥下波光浮沉璧， 坝前烟草暗香袭。 长沙不移白首心， 海曲岂坠青云志? 我劝雷公重抖擞， 不拘一格传真谛！	2022年10月03日 12时01分17秒	https://tieba.baidu.com/p/8058569472?fid=27779526&pid=145693903845&cid=0#145693572486
最爱春雷	咏雷一首。	谢谢楼主咏雷一首。（之前的帖子有不当之处，重发）在此前，我是一名四无的反雷电子，曾经发表了无知无德的言论。但在仔细研读了雷老师的经典后，我大彻大悟，浅浅领会了雷氏理论的高深莫测，决心痛改前非，成为坚定的咏雷电子，维护雷氏理论！并附咏雷一首。希望雷老师能海涵鄙人的过错，同时收录本人的咏雷。咏雷作者：莫邪九州生气雷论始，管科齐喑科奴哀。桥下波光浮沉璧，坝前烟草暗香袭。长沙不移白首心，海曲岂坠青云志?我劝雷公重抖擞，不拘一格明真谛！注：1.“长沙”“海曲”化用《滕王阁序》之语，表现雷老师虽然遭受管科打击，但不改初心，坚持传播真理。2.由于本人写诗不多，此诗采取古体诗形式，格律有些错误，但尽量符合“起承转合”。如有较大谬误请指正！3.末句本人并不满意，还望雷老师斧正！@最爱春雷2021	2022年10月03日 11时46分02秒	https://tieba.baidu.com/p/8058569472?fid=27779526&pid=145693903845&cid=0#145693442924
最爱春雷	世界上恐怕不会再有人支持雷绍武了	回复 @ :认识能力问题。你认为是就是。	2022年10月03日 12时34分34秒	https://tieba.baidu.com/p/8056363623?fid=27779526&pid=145693860539&cid=0#145693860539
最爱春雷	世界上恐怕不会再有人支持雷绍武了	回复 @ :谢谢支持！	2022年10月03日 12时31分50秒	https://tieba.baidu.com/p/8056363623?fid=27779526&pid=145693860539&cid=0#145693837123
最爱春雷	世界上恐怕不会再有人支持雷绍武了	回复 @ :谢谢支持！	2022年10月03日 12时19分38秒	https://tieba.baidu.com/p/8056363623?fid=27779526&pid=145693860539&cid=0#145693732109
最爱春雷	世界上恐怕不会再有人支持雷绍武了	雷绍武不需要任何无知无德，无耻无赖之徒的支持！ 雷绍武也不害怕任何无知无德，无耻无赖之徒的攻击！ 只希望有智商，有道德的人能够理解明白！	2022年10月03日 12时15分51秒	https://tieba.baidu.com/p/8056363623?fid=27779526&pid=145693860539&cid=0#145693699209
最爱春雷	雷老师能用雷氏物理学解释计算机运行的原理吗	回复 @ :哪一句是胡说八道的？为什么？	2022年10月03日 12时05分18秒	https://tieba.baidu.com/p/8058633742?fid=27779526&pid=145693606576&cid=0#145693606576
最爱春雷	雷老师能用雷氏物理学解释计算机运行的原理吗	电子计算机和互联网是一门利用对电磁粒子的发射和接收的控制技术。	2022年10月03日 11时39分58秒	https://tieba.baidu.com/p/8058633742?fid=27779526&pid=145693606576&cid=0#145693390149
最爱春雷	物理难题请雷老师用你的理论解决下	回复 @ :我解释的清清楚楚。看不明白吗？	2022年10月03日 11时31分54秒	https://tieba.baidu.com/p/8054846648?fid=27779526&pid=145693321182&cid=0#145693321182
最爱春雷	物理难题请雷老师用你的理论解决下	回复 @ :这就是无赖表现！不知道m可以代表任何“多少”吗？你不白痴不愚蠢吗？告诉大家：奥陌陌的质量是多少？速度是多少？	2022年10月03日 11时30分37秒	https://tieba.baidu.com/p/8054846648?fid=27779526&pid=145693321182&cid=0#145693309856
最爱春雷	物理难题请雷老师用你的理论解决下	说得对！不受到引力影响，就不会转弯。	2022年10月03日 11时12分35秒	https://tieba.baidu.com/p/8054846648?fid=27779526&pid=145693321182&cid=0#145693153660
最爱春雷	物理难题请雷老师用你的理论解决下	回复 @ :这就是你的无知无理取闹！奥陌陌的质量是m,速度是v,运动力是L=kmv。不知道？奥陌陌的运动力大于太阳的引力，才跑出去了。地球的运动力无论大不大，地球运动力=太阳引力，并且垂直，才能形成公转轨道。说过几百次了！还是不明白吗？会这么愚蠢吗？	2022年10月03日 11时09分58秒	https://tieba.baidu.com/p/8054846648?fid=27779526&pid=145693321182&cid=0#145693130352
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解！	2022年10月03日 11时24分47秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145693260064&cid=0#145693260064
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	回复 @ :这就是无知表现！核电站没有控制系统吗？就是电源也有控制系统的！不知道？	2022年10月03日 10时47分12秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145693260064&cid=0#145692932983
最爱春雷	在雷老师的眼里，“劳动人民”的定义是什么呢？（转载）	“劳动人民”的定义是：能亲自动脑动手，不断积累经验，创造财富的人。	2022年10月03日 11时21分58秒	https://tieba.baidu.com/p/8057346290?fid=27779526&pid=145693235333&cid=0#145693235333
最爱春雷	雷绍武其人	像楼主这样不懂装懂，自以为是，人云亦云的人我见的太多了！ 雷绍武从未敢正面面对网友质疑，不是装死，就是插科打诨吗？哪一条证明的？ 1，力为什么是改变物体运动的原因？ 2，维持物体运动的原因是什么？ 这些问题已经证明了楼主的无知！不懂装懂，人云亦云！ 楼主一贯的表现太差太差，我不想和太差太差的人争论！	2022年10月03日 10时42分29秒	https://tieba.baidu.com/p/8057679237?fid=27779526&pid=145692893284&cid=0#145692893284
中科院	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	希望有智商的人慢慢理解！	2022年10月03日 10时19分06秒	https://tieba.baidu.com/p/8056245336?fid=4575&pid=145692696110&cid=0#145692696110
民科	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	明白需要智商！ 欢迎有智商的人慢慢去理解！	2022年10月03日 10时15分05秒	https://tieba.baidu.com/p/8056246816?fid=1053345&pid=145692662744&cid=0#145692662744
民科	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解肯定！	2022年10月03日 10时13分17秒	https://tieba.baidu.com/p/8056246816?fid=1053345&pid=145692662744&cid=0#145692647792
民科	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解肯定！	2022年10月03日 10时13分01秒	https://tieba.baidu.com/p/8056246816?fid=1053345&pid=145692662744&cid=0#145692645631
民科	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢支持！	2022年10月03日 10时12分46秒	https://tieba.baidu.com/p/8056246816?fid=1053345&pid=145692662744&cid=0#145692643515
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :雷绍武在讨论时无数次辱骂吧友吗？有证据吗？拿出来看看？	2022年10月03日 09时51分34秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145692470774
最爱春雷	雷绍武为什么变得越来越自负和偏执？	雷绍武一以贯之的是以礼待人，以诚相待，以德报怨！ 雷绍武只是在有理有据，有礼有节揭露传统理论中的错误，并且说明错误原因，传播世界客观真理！ 雷绍武只是想唤醒不懂装懂，人云亦云，愚昧无知的人。但是，从来不强迫他们一定能够明白。没有伤害任何人的目的意图！	2022年10月03日 09时03分40秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145692098483
最爱春雷	雷绍武为什么变得越来越自负和偏执？	雷绍武为什么变得越来越自负和偏执了？ 是因为雷绍武长期的受到那些无知无德无耻无赖之徒的辱骂攻击，对他们的无知无德！无耻无赖更加气愤！更加显示出雷绍武理论的颠扑不破！ 雷绍武不会因为无知的反对而改变初心！ 雷绍武不会因为无德的辱骂而放弃真理！ 雷绍武不会因为无耻的攻击而妥协让步！ 雷绍武不会因为无赖的纠缠而畏惧逃避！ 这，大概就是你们认为雷绍武为什么变得越来越自负和偏执的原因吧！	2022年10月03日 08时51分53秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145692014490
最爱春雷	雷绍武为什么变得越来越自负和偏执？	回复 @ :认为“颅内实验这个一听就是嘲讽意味十足的词语”，本身就是无知的！颅内实验就是颅内反反复复的认识思考。就是你上面说的这几句话，说什么？这样说？也是颅内实验的产物。反对的人，都是愚昧无知，愚不可及的!不知道？不明白？	2022年10月03日 08时31分07秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145691872871
最爱春雷	雷绍武为什么变得越来越自负和偏执？	说得对！谢谢理解肯定！	2022年10月03日 08时22分53秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145691820456
最爱春雷	雷绍武为什么变得越来越自负和偏执？	楼主看看：笑看狗咬狗这些人是在有理有据批评质疑吗？	2022年10月02日 17时12分23秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145685732367
最爱春雷	雷绍武为什么变得越来越自负和偏执？	楼主知不知道我的颅内实验是来自于一切客观世界吗？能反应客观世界规律的是所谓的“真理”吗？	2022年10月02日 17时08分25秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145685697972
最爱春雷	雷绍武为什么变得越来越自负和偏执？	我说的哪一句是错误的？是骂人的？	2022年10月02日 13时36分39秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145683931145
最爱春雷	雷绍武为什么变得越来越自负和偏执？	我说的哪里错误了？	2022年10月02日 13时00分33秒	https://tieba.baidu.com/p/8052986204?fid=27779526&pid=145692470774&cid=0#145683628790
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	质能方程肯定是错误的。质量不是能量。能量是没有质量的。应该推翻质能方程！	2022年10月03日 08时21分18秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145691810513
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	核电站里面的铀不是电磁粒子同时解体，是人为控制着解体的质量和数量，因此，不发生爆炸！	2022年10月03日 08时19分02秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145691796612
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解肯定支持！	2022年10月02日 14时54分53秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145684574813
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	我才10岁左右时，就亲自制作过鞭炮，火箭炮。火箭炮的排气孔小了容易爆炸。火箭炮的排气孔大了，推力不足，不能上天。	2022年10月02日 13时34分18秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145683911439
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	无知的！原子弹是劳动人民在鞭炮的基础上不断积累经验，总结教训，改进技术，不断探索，反复实验，制造出来的。	2022年10月02日 13时31分48秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145683890234
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	回复 @ :无知的！原子弹是劳动人民在鞭炮的基础上不断积累经验，总结教训，改进技术，不断探索，反复实验，制造出来的。	2022年10月02日 13时23分14秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145683819725
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	图片再美，只是艺术上的创作美，只能作为艺术美来欣赏。我喜欢的，是真实的有知有德的内在美！	2022年10月02日 13时13分16秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145683735657
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	图片再美，只是艺术上的创作美，只能作为艺术美来欣赏。我喜欢的，是真实的有知有德的内在美！	2022年10月02日 13时10分22秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145683711099
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢！	2022年10月02日 13时02分58秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145683648251
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	谢谢理解肯定支持！	2022年10月02日 12时55分53秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145683591151
最爱春雷	（三十五）原子弹，氢弹爆炸的原理是什么（原创）	每秒的运动速度不同。不是只有一个固定不变的速度。明白？	2022年10月02日 12时55分34秒	https://tieba.baidu.com/p/8056187419?fid=27779526&pid=145691810513&cid=0#145683588490
最爱春雷	物理难题请雷老师用你的理论解决下	说给有智商的人听！ 1，如果奥陌陌进入太阳系后不受引力影响，会直线前进。 2，如果奥陌陌进入太阳系后受引力影响比较小，会弧线前进。 3，如果奥陌陌进入太阳系后受引力=运动力，并且垂直，会圆周运动。 4，如果奥陌陌进入太阳系后受引力>运动力，圆周运动轨道会越来越小，最后会融入太阳。 5，图片证明：奥陌陌进入太阳系后受引力<运动力。	2022年10月02日 17时29分47秒	https://tieba.baidu.com/p/8054846648?fid=27779526&pid=145685882315&cid=0#145685882315
最爱春雷	物理难题请雷老师用你的理论解决下	不和无知无德争论！	2022年10月02日 15时02分36秒	https://tieba.baidu.com/p/8054846648?fid=27779526&pid=145685882315&cid=0#145684636382
最爱春雷	物理难题请雷老师用你的理论解决下	因为奥陌陌的运动力大于太阳引力，因此逃出太阳系！明白？	2022年10月02日 15时01分11秒	https://tieba.baidu.com/p/8054846648?fid=27779526&pid=145685882315&cid=0#145684624930
最爱春雷	物理难题请雷老师用你的理论解决下	说2017年奥陌陌进入太阳系后不受引力影响，是错误的，无知的！突然90度转弯，就是受太阳引力只有产生的现象。 奥陌陌进入太阳系后，因为运动大于太阳的引力。太阳引力留不住奥陌陌，因此突然90度转弯，跑出太阳系了。 管科肯定解释不了！雷老师的解释能不能明白呢？是不是彻底推翻管科理论呢？	2022年10月02日 13时48分54秒	https://tieba.baidu.com/p/8054846648?fid=27779526&pid=145685882315&cid=0#145684034241
物理理论	（三十四）聚变理论的错误（原创）	谢谢理解肯定支持！	2022年10月02日 15时06分54秒	https://tieba.baidu.com/p/8054372772?fid=923873&pid=145684670552&cid=0#145684670552
最爱春雷	（三十三）裂变中的链式反应是错误的（原创）	回复 @ :解释核临界事故的原因，叫循环论证吗？	2022年10月02日 12时52分33秒	https://tieba.baidu.com/p/8047472786?fid=27779526&pid=145683563981&cid=0#145683563981
